index,symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,volume,avgVolume,exchange,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
IIF,IIF,"Morgan Stanley India Investment Fund, Inc.",26.04,-2.79955,-0.75,25.938,26.38,28.4,19.67,291694880.0,27.7386,25.37405,26068.0,19868.0,NYSE,26.18,26.79,10.334,2.5198376,,11201800.0,1638176247
ILK1S.HE,ILK1S.HE,Ilkka-Yhtymä Oyj,5.4,0.934583,0.05000019,5.4,5.4,6.0,3.86,139016528.0,5.3054,5.4631,200.0,920.0,HEL,5.4,5.35,0.758,7.1240106,,25743801.0,1638176247
IMOS,IMOS,ChipMOS TECHNOLOGIES INC.,31.83,-5.1549506,-1.7300014,31.79,32.91,44.72,21.79,1182516352.0,33.8384,33.9992,22636.0,37579.0,NASDAQ,32.84,33.56,4.2,7.578572,,37151001.0,1638176247
IMPX,IMPX,AEA-Bridges Impact Corp.,9.83,0.0,0.0,9.82,9.83,11.42,9.58,491500000.0,9.79988,9.860295,2041.0,42426.0,NYSE,9.82,9.83,,,2021-03-31T10:59:00.000+0000,50000000.0,1638176247
INAB,INAB,"IN8bio, Inc.",6.75,1.963748,0.13000011,6.347,6.75,10.319,5.76,126593552.0,7.01282,7.669893,14053.0,27007.0,NASDAQ,6.5,6.62,-1.935,,,18754600.0,1638176247
INBP,INBP,"Integrated BioPharma, Inc.",0.9998,2.0308218,0.01990002,0.9265,0.9998,1.25,0.54,29815936.0,1.0428,1.05635,9900.0,16523.0,MUTUAL_FUND,0.93,0.9799,0.239,4.183264,2021-05-13T10:59:00.000+0000,29821900.0,1638176247
INDIW,INDIW,"indie Semiconductor, Inc.",4.3,2.8708222,0.12000036,3.81,4.3465,4.3465,3.81,,0.0,0.0,57853.0,0.0,NASDAQ,4.01,4.18,,,,,1638176247
INFI,INFI,"Infinity Pharmaceuticals, Inc.",2.18,-3.9647539,-0.08999991,2.14,2.24,5.98,1.48,194053584.0,2.798,3.0477,542381.0,1604733.0,NASDAQ,2.19,2.27,-0.557,,2021-11-02T16:05:00.000+0000,89015406.0,1638176247
IRDM,IRDM,Iridium Communications Inc.,38.06,-3.1058998,-1.2199974,37.605,38.655,54.65,32.0,5031608320.0,40.7782,40.46325,473061.0,749641.0,NASDAQ,38.13,39.28,-0.085,,2022-02-09T13:30:00.000+0000,132202005.0,1638176247
ISDR,ISDR,Issuer Direct Corporation,31.4,-2.69601,-0.870001,30.3101,32.45,32.5,16.8,119038656.0,26.576,25.894,27248.0,11739.0,AMEX,31.8,32.27,0.791,39.696587,2021-11-04T20:00:00.000+0000,3791040.0,1638176247
ISLEW,ISLEW,Isleworth Healthcare Acquisition Corp.,0.5638,-6.0176744,-0.03610003,0.5638,0.5638,0.5638,0.5638,,0.0,0.0,565.0,0.0,NASDAQ,0.5411,0.5999,,,,,1638176247
ISPC,ISPC,iSpecimen Inc.,17.51,71.66667,7.3100004,16.425,24.6699,24.67,4.75,121970456.0,6.64396,6.4358773,68047128.0,3574711.0,NASDAQ,18.31,10.2,-3.238,,,6965760.0,1638176247
ITDN,ITDN,Interdyne Company,0.048445,0.0,0.0,0.048445,0.048445,0.0887,0.0226,1937795.0,0.058649,0.0447282,5000.0,4675.0,MUTUAL_FUND,0.048445,0.048445,-0.001,,,39999897.0,1638176247
ITQRW,ITQRW,Itiquira Acquisition Corp.,0.5959,12.433969,0.06590003,0.53,0.5959,0.5959,0.53,,0.0,0.0,336.0,0.0,NASDAQ,0.55,0.53,,,,,1638176247
IVH,IVH,Ivy Funds - Delaware Ivy High Income Opportunities Fund,13.7,-1.2256675,-0.17000008,13.46,13.85,14.34,12.56,227011744.0,13.99,13.8479,26026.0,41968.0,NYSE,13.85,13.87,,,,16570200.0,1638176247
JBL,JBL,Jabil Inc.,59.89,-3.3408647,-2.0699997,59.2,60.6,65.79,38.15,8584333312.0,61.8812,56.54315,545124.0,867898.0,NYSE,60.08,61.96,4.58,13.076419,2021-12-15T13:30:00.000+0000,143335003.0,1638176247
JEQ,JEQ,"Aberdeen Japan Equity Fund, Inc.",8.85,-1.99335,-0.179999,8.8484,8.9183,10.26,8.47,118665232.0,9.4296,9.179,15689.0,25690.0,NYSE,8.97,9.03,2.397,3.6921153,,13408501.0,1638176247
JFIN,JFIN,Jiayin Group Inc.,3.6,-5.2631593,-0.20000005,3.5501,3.7398,14.95,3.01,194490000.0,3.8838,5.06835,34611.0,249784.0,NASDAQ,3.67,3.8,1.258,2.861685,2021-11-24T05:00:00.000+0000,54025000.0,1638176247
JSHG,JSHG,Joshua Gold Resources Inc.,0.0412,-0.8662196,-0.00036,0.0377,0.0422,0.2,0.015,6318267.0,0.0357288,0.05606035,261200.0,65505.0,MUTUAL_FUND,0.0377,0.04156,-0.008,,,153355995.0,1638176247
JSM,JSM,Navient Corporation SR NT 6% 121543,25.25,-0.3944788,-0.10000038,25.2,25.29,25.96,22.31,6921125888.0,25.3158,24.9344,1333.0,13614.0,NASDAQ,25.2,25.35,1.203,20.989195,,274103996.0,1638176247
JUGGU,JUGGU,Jaws Juggernaut Acquisition Corporation,10.17,0.6930663,0.0699997,10.05,10.17,10.95,9.94,,10.0801,10.050637,205.0,16038.0,NASDAQ,10.17,10.1,,,,,1638176247
JWEL,JWEL,Jowell Global Ltd.,10.06,-19.001608,-2.3599997,9.43,12.07,15.5,4.22,256237264.0,7.065,6.6489325,388280.0,141666.0,NASDAQ,12.03,12.42,0.088,114.318184,2021-06-16T10:59:00.000+0000,25470901.0,1638176247
JWN,JWN,"Nordstrom, Inc.",22.41,-1.1032656,-0.25,20.9,22.63,46.45,20.9,3569913088.0,29.5002,33.9619,12565784.0,5167042.0,NYSE,21.83,22.66,0.062,361.45163,2021-11-23T16:05:04.000+0000,159300004.0,1638176247
JYNT,JYNT,The Joint Corp.,79.99,-4.192119,-3.5,79.31,83.08,111.055,24.6,1152919808.0,90.6572,74.0986,110885.0,176585.0,NASDAQ,81.88,83.49,1.177,67.960915,2021-11-04T16:05:05.000+0000,14413299.0,1638176247
KAIRU,KAIRU,Kairos Acquisition Corp.,10.03,-0.19900952,-0.02000046,9.9801,10.036,10.74,9.9,,10.00232,10.06429,1748.0,11146.0,NASDAQ,10.035,10.05,-0.03,,,,1638176247
KAMUX.HE,KAMUX.HE,Kamux Oyj,11.29,0.71364784,0.07999992,11.14,11.41,18.03,10.96,451385504.0,12.9968,14.5726,47240.0,159557.0,HEL,11.21,11.21,0.44,25.65909,2021-11-12T02:00:00.000+0000,39981001.0,1638176247
KCR.HE,KCR.HE,Konecranes Plc,34.9,0.6343749,0.22000122,34.69,35.36,42.31,27.0,2761794048.0,36.7618,37.36805,47938.0,188099.0,HEL,34.69,34.68,1.677,20.810972,2022-02-03T02:00:00.000+0000,79134500.0,1638176247
KEP,KEP,Korea Electric Power Corporation,9.08,-2.3655941,-0.22000027,9.02,9.19,12.98,9.02,11891439616.0,9.7464,10.4798,106801.0,160987.0,NYSE,9.19,9.3,-0.713,,,1309629914.0,1638176247
KIQ,KIQ,Kelso Technologies Inc.,0.536,-5.96491,-0.034,0.532,0.5688,1.48,0.47,30416982.0,0.642,0.7335,164331.0,1098282.0,AMEX,0.532,0.57,-0.069,,2021-11-10T09:00:01.000+0000,56748101.0,1638176247
KULR,KULR,"KULR Technology Group, Inc.",2.98,5.300357,0.1500001,2.8718,3.11,3.81,1.15,312008992.0,2.676,2.38425,1387651.0,1621171.0,MUTUAL_FUND,2.95,2.83,-0.125,,2021-11-11T21:00:00.000+0000,104701004.0,1638176247
KURA,KURA,"Kura Oncology, Inc.",14.005,-0.10699245,-0.01500034,13.41,14.18,43.0,12.32,932113984.0,18.1197,22.244076,975710.0,620922.0,NASDAQ,13.51,14.02,-1.923,,2022-02-22T21:00:00.000+0000,66555800.0,1638176247
LACQU,LACQU,Leisure Acquisition Corp.,13.8,0.0,0.0,13.8,13.8,13.8,13.8,,0.0,0.0,0.0,0.0,NASDAQ,13.8,13.8,,,,,1638176247
LBRT,LBRT,Liberty Oilfield Services Inc.,9.3,-6.8136206,-0.67999935,8.97,9.345,17.78,8.97,1729958016.0,12.5002,12.30085,939857.0,1688498.0,NYSE,9.19,9.98,-1.064,,2022-02-02T21:00:00.000+0000,186016991.0,1638176247
LCTX,LCTX,"Lineage Cell Therapeutics, Inc.",1.99,-7.8703737,-0.17000008,1.97,2.13,3.13,1.33,335430432.0,2.4128,2.51165,852918.0,732226.0,AMEX,2.1,2.16,-0.08,,2021-11-10T16:05:00.000+0000,168558006.0,1638176247
LEGX,LEGX,"LegacyXChange, Inc.",0.0001,0.0,0.0,0.0001,0.0001,0.019,0.0001,722.0,0.00453056,0.00708623,24.0,48017.0,MUTUAL_FUND,0.0001,0.0001,-0.002,,,7220000.0,1638176247
LFACU,LFACU,,10.14,0.0,0.0,10.09,10.14,10.1899,9.9219,,10.112857,10.112857,5554.0,2631289.0,,10.09,10.14,,,,,1638176247
LOW,LOW,"Lowe's Companies, Inc.",247.69,-1.9554298,-4.9400024,247.15,252.11,256.39,149.31,166880395264.0,224.4708,199.7029,1709754.0,3098388.0,NYSE,249.62,252.63,11.467,21.600245,2022-02-23T13:30:00.000+0000,673747003.0,1638176247
LPL,LPL,"LG Display Co., Ltd.",8.56,-7.5593934,-0.6999998,8.56,8.74,12.31,6.86,6267290112.0,8.2078,9.61545,765276.0,764726.0,NYSE,8.71,9.26,1.667,5.134973,,732160060.0,1638176247
LRDG,LRDG,Lord Global Corporation,0.1421,0.78014445,0.0011,0.1421,0.1421,15.0,0.1421,191076.0,1.914,4.095362,1500.0,2304.0,MUTUAL_FUND,0.1421,0.141,-30.649,,,1344659.0,1638176247
LSCC,LSCC,Lattice Semiconductor Corporation,75.34,-5.208866,-4.140007,74.72,78.31,85.45,37.38,10317059072.0,71.7354,57.18105,866743.0,872300.0,NASDAQ,77.63,79.48,0.589,127.91171,2022-02-14T10:59:00.000+0000,136939993.0,1638176247
LSXMA,LSXMA,The Liberty SiriusXM Group,49.46,-3.228334,-1.6500015,49.16,50.39,56.26,39.4,18298519552.0,50.2008,46.8227,687075.0,594225.0,NASDAQ,50.39,51.11,-0.645,,,369966024.0,1638176247
LUV,LUV,Southwest Airlines Co.,44.96,-4.3200736,-2.0300026,43.81,45.48,64.75,43.72,26612721664.0,50.0038,54.56615,11440210.0,7177741.0,NYSE,44.8,46.99,-0.003,,2022-01-27T13:30:00.000+0000,591919966.0,1638176247
LWLG,LWLG,"Lightwave Logic, Inc. Common Stock",14.09,3.4508097,0.47000027,12.61,14.24,17.24,0.77,1523368576.0,11.338,6.57965,503539.0,619814.0,PNK,12.7,13.62,-0.119,,2021-11-15T13:30:00.000+0000,108117003.0,1638176247
LYB,LYB,LyondellBasell Industries N.V.,89.44,-1.0947671,-0.98999786,86.13,89.68,118.02,84.06,29764202496.0,94.6268,101.77885,2453756.0,2127042.0,NYSE,87.205,90.43,17.121,5.223994,2022-01-27T13:30:00.000+0000,332784017.0,1638176247
MAIN,MAIN,Main Street Capital Corporation,45.32,-2.32759,-1.0800018,44.81,45.617,47.13,30.82,3153510656.0,43.5108,41.3566,384239.0,251800.0,NYSE,45.56,46.4,4.633,9.781999,2022-02-23T10:59:00.000+0000,69583201.0,1638176247
MAMS,MAMS,,22.94,0.17,0.04,22.89,22.94,23.01,15.94,,22.537714,21.182684,10355.0,17950.0,,22.9,22.9,,,,,1638176247
MANT,MANT,ManTech International Corporation,70.07,-4.184326,-3.0599976,69.76,72.43,101.35,69.76,2854588672.0,78.7848,82.93365,81251.0,128776.0,NASDAQ,71.71,73.13,3.401,20.602764,2022-02-15T10:59:00.000+0000,40739099.0,1638176247
MAQCU,MAQCU,Maquia Capital Acquisition Corporation,10.55,0.0,0.0,10.54,10.55,11.74,9.95,,10.34244,10.185669,783.0,7157.0,NASDAQ,10.54,10.55,,,,,1638176247
MCMJ,MCMJ,Merida Merger Corp. I,10.09,-0.29644004,-0.02999973,10.02,10.1,11.268,9.75,151169392.0,10.13298,10.03683,130420.0,700446.0,NASDAQ,10.08,10.12,-0.371,,,14982100.0,1638176247
MDP,MDP,Meredith Corporation,59.0,0.20380253,0.11999893,58.8,59.04,59.04,18.0,2702318080.0,56.3724,41.81245,755357.0,841544.0,NYSE,58.8,58.88,5.879,10.03572,2022-02-02T13:30:00.000+0000,45802001.0,1638176247
MEI,MEI,"Methode Electronics, Inc.",45.99,-4.743159,-2.289997,45.69,47.29,50.2,34.83,1755479808.0,44.1974,45.16485,102321.0,196496.0,NYSE,46.83,48.28,3.408,13.494719,2021-12-02T13:30:00.000+0000,38170903.0,1638176247
MESA,MESA,"Mesa Air Group, Inc.",7.2,-6.250001,-0.48000002,6.805,7.3499,17.4,6.02,258415200.0,7.9044,9.8479,756830.0,397646.0,NASDAQ,7.34,7.68,0.932,7.725322,2021-12-09T21:00:00.000+0000,35891000.0,1638176247
MFA,MFA,"MFA Financial, Inc.",4.41,-1.7817355,-0.07999992,4.3,4.44,4.9,3.61,1944488064.0,4.5818,4.46715,3935683.0,2706531.0,NYSE,4.41,4.49,0.66,6.6818175,2022-02-21T13:30:00.000+0000,440926999.0,1638176247
MFGP,MFGP,Micro Focus International plc,5.15,-3.0131798,-0.15999985,5.1,5.29,8.19,4.58,1737435008.0,5.2418,6.19165,439004.0,418082.0,NYSE,5.27,5.31,-6.4,,,337366021.0,1638176247
MFM,MFM,MFS Municipal Income Trust,6.93,-0.28776953,-0.01999998,6.92,6.9844,7.42,6.51,285430048.0,7.0326,7.0339,17008.0,65374.0,NYSE,6.95,6.95,1.191,5.8186398,,41187597.0,1638176247
MGNX,MGNX,"MacroGenics, Inc.",18.77,-4.4783673,-0.87999916,18.31,19.67,36.48,17.29,1149812736.0,20.184,25.3123,352487.0,676619.0,NASDAQ,19.34,19.65,-2.491,,2022-02-23T10:59:00.000+0000,61258004.0,1638176247
MHNC,MHNC,"Maiden Holdings North America, Ltd.",23.2014,0.00603446,0.00139999,23.19,23.32,24.48,21.55,,23.9418,23.73995,3762.0,11331.0,NYSE,23.2,23.2,,,,,1638176247
MIC,MIC,Macquarie Infrastructure Corporation,3.62,-0.27548838,-0.01000023,3.6,3.64,41.0,3.56,324439232.0,14.7018,30.57595,762224.0,3340755.0,NYSE,3.6,3.63,30.413,0.11902805,2022-02-15T13:30:00.000+0000,89624097.0,1638176247
MIRM,MIRM,"Mirum Pharmaceuticals, Inc.",13.41,-6.354748,-0.90999985,13.38,14.08,26.31,13.38,410858272.0,16.6678,17.20745,64871.0,227642.0,NASDAQ,13.98,14.32,-6.118,,2021-11-15T16:01:00.000+0000,30638201.0,1638176247
MITAU,MITAU,Coliseum Acquisition Corp.,9.91,0.0,0.0,9.9,9.91,9.98,9.37,,9.8994,9.896682,20000.0,3904.0,NASDAQ,9.91,9.91,,,,,1638176247
MITT,MITT,"AG Mortgage Investment Trust, Inc.",10.37,-2.993449,-0.3199997,10.03,10.555,14.88,8.31,237032272.0,11.6328,11.8875,456925.0,253804.0,NYSE,10.49,10.69,8.552,1.2125819,2022-02-17T13:30:00.000+0000,22857500.0,1638176247
MMDM,MMDM,,0.89,3.49,0.03,0.8502,0.9197,0.9197,0.8502,,,,24241.0,,,0.88,0.86,,,,,1638176247
MMYT,MMYT,MakeMyTrip Limited,26.33,-9.206897,-2.67,25.66,27.58,39.02,22.96,2757619968.0,30.0808,29.13415,380701.0,401642.0,NASDAQ,27.58,29.0,-0.303,,2022-01-26T13:30:00.000+0000,104733003.0,1638176247
MODV,MODV,ModivCare Inc.,141.51,-3.1549416,-4.6100006,138.38,143.47,211.94,121.0,1981111680.0,165.2504,160.95235,29474.0,67123.0,NASDAQ,143.47,146.12,1.594,88.77666,2022-02-24T13:30:00.000+0000,13999800.0,1638176247
MOLN,MOLN,Molecular Partners AG,11.41,0.7060894,0.07999992,11.21,11.54,21.325,9.57,370645856.0,17.45524,18.746452,3581.0,21255.0,NASDAQ,11.53,11.33,-2.386,,,32484299.0,1638176247
MOTNU,MOTNU,Motion Acquisition Corp.,11.4406,-2.71598,-0.3194,11.4406,12.94,12.9797,9.8601,,10.54871,10.4138,1401.0,2985.0,NASDAQ,12.94,11.76,,,,,1638176247
MP,MP,MP Materials Corp.,42.56,-3.4920568,-1.5399971,41.36,43.48,51.77,18.5,7564955136.0,36.0156,35.02745,1061389.0,2509371.0,NYSE,41.9,44.1,0.663,64.19306,2021-11-04T16:05:01.000+0000,177748006.0,1638176247
MQ,MQ,"Marqeta, Inc.",22.05,-1.9564275,-0.44000053,21.25,22.21,37.9,19.78,11910021120.0,25.2299,26.623041,2946649.0,6053385.0,NASDAQ,22.07,22.49,-0.543,,2021-11-10T21:00:00.000+0000,540137012.0,1638176247
MSBI,MSBI,"Midland States Bancorp, Inc.",24.31,-3.83703,-0.9700012,23.85,25.1,30.32,16.756,535216256.0,25.2302,26.1527,95495.0,70907.0,NASDAQ,24.73,25.28,2.914,8.342484,2022-01-26T21:00:00.000+0000,22016300.0,1638176247
MSN,MSN,Emerson Radio Corp.,0.9875,-5.9523754,-0.06249994,0.95,1.02,2.6,0.88,20779666.0,1.1548,1.2481,105042.0,107396.0,AMEX,1.02,1.05,-0.164,,2022-02-14T21:00:00.000+0000,21042700.0,1638176247
MTBC,MTBC,"CareCloud, Inc.",6.91,-1.2857164,-0.09000015,6.7001,6.99,12.84,6.66,102783480.0,7.741,8.31515,28250.0,68512.0,NASDAQ,6.89,7.0,-1.038,,2021-11-04T07:00:02.000+0000,14874599.0,1638176247
MTCH,MTCH,"Match Group, Inc.",133.67,-2.7217853,-3.7400055,130.7946,134.95,182.0,129.68,37839970304.0,154.3048,150.5454,2490558.0,4224914.0,NASDAQ,134.86,137.41,1.884,70.9501,2022-01-31T10:59:00.000+0000,283084988.0,1638176247
MTN,MTN,"Vail Resorts, Inc.",336.29,-1.8704417,-6.4100037,328.02,338.4,376.24,261.41,13613961216.0,343.9788,318.6284,190534.0,305755.0,NYSE,330.0,342.7,3.13,107.440895,2021-12-09T21:00:00.000+0000,40482801.0,1638176247
MTZ,MTZ,"MasTec, Inc.",97.72,-2.8435082,-2.8600006,96.51,98.95,122.33,55.64,7260957184.0,90.6684,97.73935,292065.0,709136.0,NYSE,98.0,100.58,4.95,19.741415,2022-02-23T10:59:00.000+0000,74303696.0,1638176247
MUDSW,MUDSW,Mudrick Capital Acquisition Corporation II,0.67,3.8759747,0.02500004,0.63,0.67,7.5,0.509,,0.67522,2.267695,13580.0,93636.0,NASDAQ,0.78,0.645,,,,,1638176247
MUSS,MUSS,"Multi Solutions II, Inc.",0.001,0.0,0.0,0.001,0.001,0.51,0.0001,1899.0,0.005886,0.0648115,40.0,4.0,MUTUAL_FUND,0.001,0.001,-0.049,,,1899000.0,1638176247
MWA,MWA,"Mueller Water Products, Inc.",14.03,-2.7045794,-0.39000034,13.9401,14.27,17.37,11.63,2216726016.0,15.6358,14.7801,930869.0,1028615.0,NYSE,14.0,14.42,0.44,31.886364,2022-02-01T10:59:00.000+0000,157999003.0,1638176247
MXSG,MXSG,Mexus Gold US,0.0087,1.754383,0.00015,0.0067,0.0088,0.045,0.0066,2307866.0,0.012797,0.02159015,58349.0,931426.0,MUTUAL_FUND,0.0088,0.00855,-0.021,,,265271954.0,1638176247
NABL,NABL,"N-able, Inc.",11.27,-0.70484513,-0.07999992,10.9,11.44,16.0,10.69,2017014528.0,13.0348,13.341613,488944.0,652015.0,NYSE,11.14,11.35,-0.067,,2021-11-09T13:30:00.000+0000,178972008.0,1638176247
NAHD,NAHD,"New Asia Holdings, Inc.",0.08495,0.0,0.0,0.08495,0.08495,0.285,0.022,6395775.0,0.052449,0.05446365,3000.0,177.0,MUTUAL_FUND,0.08495,0.08495,-0.002,,2020-05-26T10:59:00.000+0000,75288699.0,1638176247
NCSM,NCSM,"NCS Multistage Holdings, Inc.",32.5,-1.185769,-0.3899994,31.99,32.4,47.97,18.25,77362024.0,31.2267,28.931496,93.0,3696.0,NASDAQ,32.5,32.89,0.903,35.991142,2021-11-01T16:15:00.000+0000,2380370.0,1638176247
NDBKY,NDBKY,Nedbank Group Limited,9.325,-7.801072,-0.7890005,9.2905,9.71,13.08,7.46,4654629376.0,11.2842,10.95285,6624.0,8734.0,PNK,9.71,10.114,0.934,9.98394,,499155965.0,1638176247
NEM,NEM,Newmont Corporation,55.94,0.8473002,0.4699974,55.18,56.1,75.31,53.03,44608512000.0,55.8274,60.88745,4178710.0,5916600.0,NYSE,55.6,55.47,2.537,22.049665,2022-02-16T13:30:00.000+0000,797434966.0,1638176247
NEPT,NEPT,Neptune Wellness Solutions Inc.,0.5,-3.8646412,-0.0201,0.49,0.504,3.6,0.47,83658496.0,0.5514,1.0222,646684.0,1935536.0,NASDAQ,0.4986,0.5201,-0.867,,2022-02-14T21:00:00.000+0000,167316992.0,1638176247
NEWTZ,NEWTZ,Newtek Business Services Corp. 5.50% Notes Due 2026,25.82,0.07752115,0.02000046,25.8,25.85,27.67,25.05,,25.77996,25.86196,320.0,3684.0,NASDAQ,25.82,25.8,,,,,1638176247
NGAB,NGAB,Northern Genesis Acquisition Corp. II,9.93,0.0,0.0,9.8798,9.98,10.3,9.55,513877504.0,9.94262,9.938023,166944.0,312144.0,NYSE,9.95,9.93,,,,51750000.0,1638176247
NGD,NGD,New Gold Inc.,1.5,0.6711403,0.00999999,1.43,1.51,2.4,1.01,1021349952.0,1.3798,1.59745,6388659.0,8031104.0,AMEX,1.5,1.49,-0.05,,2022-02-16T10:59:00.000+0000,680899968.0,1638176247
NGHCZ,NGHCZ,,1.44,2.13,0.03,1.41,1.46,1.48,0.35,79214112.0,0.98485714,0.8094853,88271.0,117688.0,,1.42,1.41,0.126,11.428572,,55009800.0,1638176247
NHIC,NHIC,NewHold Investment Corp.,9.55,1.9210279,0.1800003,9.15,9.6099,12.9,8.089,205921872.0,9.963088,10.13854,55009.0,157465.0,NASDAQ,9.35,9.37,-0.671,,2021-06-10T10:59:00.000+0000,21562500.0,1638176247
NHICU,NHICU,NewHold Investment Corp.,9.99,0.1002027,0.01000023,9.98,10.0,10.1047,9.95,,9.989265,9.989265,1285.0,154285.0,NASDAQ,9.9801,9.98,,,,,1638176247
NIM,NIM,Nuveen Select Maturities Municipal Fund,11.07,0.8224232,0.09029961,10.96,11.07,11.3,10.19,137770576.0,10.7212,10.75025,880.0,14780.0,NYSE,10.99,10.9797,0.7,15.814285,,12445400.0,1638176247
NLST,NLST,"Netlist, Inc.",7.2,-1.2345699,-0.09000015,6.9,7.2,10.2,0.46,1634615936.0,6.4978,4.40995,232677.0,816520.0,PNK,7.05,7.29,0.054,133.33333,2021-11-02T12:30:00.000+0000,227029991.0,1638176247
NLY,NLY,"Annaly Capital Management, Inc.",8.35,-1.3002323,-0.10999966,8.28,8.42,9.64,7.97,12108502016.0,8.5792,8.73825,17195424.0,14396163.0,NYSE,8.4,8.46,1.929,4.3286676,2022-02-08T10:59:00.000+0000,1450120002.0,1638176247
NNA,NNA,Navios Maritime Acquisition Corporation,0.0,-100.0,-3.67,3.48,3.7198,4.83,1.81,0.0,3.8173332,3.2936764,524598.0,940795.0,NYSE,3.71,3.67,1.041,0.0,2021-11-29T13:30:00.000+0000,16559500.0,1638176247
NOG,NOG,"Northern Oil and Gas, Inc.",20.55,-7.181573,-1.5900002,19.72,20.86,27.87,5.78,1586359296.0,22.9618,17.6522,1003228.0,993447.0,ASE,20.86,22.14,-5.749,,2021-11-05T06:30:00.000+0000,77195100.0,1638176247
NOVN,NOVN,"Novan, Inc.",5.14,-2.2813756,-0.12000036,5.01,5.18,25.9,4.74,96713720.0,7.1538,10.659475,111133.0,327998.0,NASDAQ,5.1,5.26,-1.762,,2022-02-23T13:30:00.000+0000,18815899.0,1638176247
NOVVU,NOVVU,Nova Vision Acquisition Corp. Unit,10.165,-3.4662848,-0.36499977,9.85,10.165,11.57,9.85,,10.38454,10.294654,661.0,3236.0,NASDAQ,9.85,10.53,,,,,1638176247
NRT,NRT,North European Oil Royalty Trust,8.84,1.7261287,0.15000057,7.94,8.84,10.76,2.8,81244816.0,9.201,6.74085,12164.0,31053.0,NYSE,8.48,8.69,0.315,28.063492,2022-02-10T21:00:00.000+0000,9190590.0,1638176247
NSTC,NSTC,Northern Star Investment Corp. III,9.79,0.20470321,0.0199995,9.77,9.79,10.19,9.65,489500000.0,9.7654,9.770954,2700.0,38282.0,NYSE,9.77,9.77,,,,50000000.0,1638176247
NTP,NTP,Nam Tai Property Inc.,19.07,-8.537173,-1.7800007,18.72,20.23,37.88,4.7,748650048.0,23.9842,20.86255,168940.0,87934.0,NYSE,20.18,20.85,1.235,15.441295,2022-01-31T13:30:00.000+0000,39257999.0,1638176247
NUE,NUE,Nucor Corporation,113.98,-1.5631726,-1.8099976,109.25,115.3956,128.81,47.94,32575371264.0,105.8826,95.879,2798570.0,3315060.0,NYSE,110.38,115.79,16.577,6.875792,2022-01-26T13:30:00.000+0000,285799011.0,1638176247
NUS,NUS,"Nu Skin Enterprises, Inc.",44.42,-3.6024384,-1.6600037,43.36,45.38,63.85,39.4,2213150976.0,42.338,51.13945,309026.0,458885.0,NYSE,45.38,46.08,4.439,10.006758,2022-02-08T21:00:00.000+0000,49823300.0,1638176247
NWE,NWE,NorthWestern Corporation,55.57,-2.0102265,-1.1399994,54.52,55.89,70.8,53.16,3054504960.0,57.6526,61.97835,287773.0,433861.0,NASDAQ,55.8,56.71,3.688,15.067787,2022-02-09T21:00:00.000+0000,54966798.0,1638176247
NWS,NWS,News Corporation,21.61,-3.0506966,-0.6800003,21.52,21.81,26.21,17.05,12737756160.0,23.375,23.71765,659423.0,713860.0,NASDAQ,21.72,22.29,0.83,26.036146,,589438045.0,1638176247
NWSA,NWSA,News Corporation,21.45,-2.4112773,-0.5299988,21.195,21.65,27.97,17.15,12737761280.0,23.4462,24.66935,2945478.0,2788909.0,NASDAQ,21.45,21.98,0.83,25.843374,2022-02-02T21:00:00.000+0000,593835025.0,1638176247
NXU,NXU,Novus Capital Corporation II,9.9691,-0.00902978,-0.00090027,9.9601,9.98,10.15,9.58,358264544.0,9.91928,9.792529,52758.0,320700.0,NYSE,9.98,9.97,,,,35937501.0,1638176247
NZF,NZF,Nuveen Municipal Credit Income Fund,17.01,-0.2345983,-0.03999901,16.948,17.05,17.59,15.54,2417563392.0,16.8716,16.8296,69439.0,147552.0,NYSE,17.03,17.05,3.004,5.6624503,2021-07-07T10:59:00.000+0000,142126008.0,1638176247
OBNK,OBNK,"Origin Bancorp, Inc.",43.72,-5.2038116,-2.3999977,42.6,45.015,47.58,25.07,1027249536.0,44.1076,42.13735,91776.0,45990.0,NASDAQ,44.71,46.12,4.15,10.53494,2022-01-25T10:59:00.000+0000,23496101.0,1638176247
OCFCP,OCFCP,OceanFirst Financial Corp.,28.6,0.0,0.0,27.59,28.6,29.75,26.51,,28.0691,27.89412,40.0,2214.0,NASDAQ,27.82,28.6,1.94,14.742268,2020-10-22T10:59:00.000+0000,,1638176247
OCGN,OCGN,"Ocugen, Inc.",6.45,-9.154931,-0.6500001,5.99,7.17,18.77,0.285,1284749696.0,8.5614,8.2545,36394202.0,32690101.0,NASDAQ,6.0,7.1,-0.253,,2021-11-09T07:30:03.000+0000,199185999.0,1638176247
OCN,OCN,Ocwen Financial Corporation,32.34,-2.5022554,-0.829998,31.0,32.9899,38.19,22.34,297552256.0,30.989,29.41175,30247.0,44722.0,NYSE,31.99,33.17,1.377,23.48584,2022-02-08T10:59:00.000+0000,9200750.0,1638176247
